x0072,x0104,x0107,x0161,x0195,x0305,x0354,x0387,x0395,x0397,x0426,x0434,x0540,x0678,x0874,x0946,x0967,x0991,x0995,x1077,x1093,x1249,x2193
1.0,0.31226266560356686,0.06224972697488168,0.16719804538634983,0.17776535466664417,0.3340460747514961,0.13947532661545295,0.5426199664611382,0.3813220856183578,0.004511677282377946,0.0,0.3307193327083263,0.0,0.24927733873439578,0.3974709652554898,0.15215935721459656,0.11304314552396469,0.3179830758661291,0.0,0.2761857811579659,0.14290436315557514,0.29093042245093564,0.26252675658745595
0.3354478610833468,1.0,0.03739511127325795,0.48232962835954524,0.4994949988911917,0.3469397207244918,0.10518024755114001,0.2863886639549804,0.2696900308076771,0.0,0.0,0.28411345363192053,0.0,0.18364910276560162,0.326123207371068,0.5315039662891472,0.07207031250000001,0.0007102272727272929,0.0,0.04688354291962821,0.13311975254087494,0.29629051725122224,0.09135216195951013
0.04892741698501324,0.026507276507276523,1.0,0.022850614110254186,0.01952709883103082,0.03957354535598123,0.010721465266919805,0.034508515088138625,0.06694027738465891,0.28325606314411955,0.29660518097167815,0.6297763480101383,0.3844321472493112,0.6222949808896494,0.18048925185470938,0.009246805648957634,0.41227516810719234,0.002834868887313935,0.47361611632269585,0.09370725034199728,0.4897000196132417,0.06274285714285716,0.10683379464591397
0.17079093778189738,0.44895878994972765,0.02838033261026751,1.0,0.6490473000345907,0.19267548801913084,0.08512969195056024,0.149960584938194,0.1665733782622545,0.00013308490817143248,0.0,0.15008524154578337,0.0,0.1333896228318222,0.1905859474315969,0.8839362248160778,0.087890625,0.0,0.0,0.03319568325767247,0.12598857644991213,0.1466023272000902,0.08233532934131738
0.1961072928859393,0.49394880896462773,0.02696793002915454,0.6810030416285664,1.0,0.2680353925845537,0.14276135570132736,0.1932193219321932,0.1886872696342501,0.0,0.0,0.15224717738703897,0.0,0.1416324580795074,0.20663182203967895,0.7725956032347596,0.07408131352619235,0.0010541110330288261,0.0,0.05734571272528671,0.13752196836555358,0.17490228137371094,0.11603585657370519
0.28794168228654904,0.27228331611177836,0.03839155749636097,0.15314662702007711,0.19536714999103277,1.0,0.2374588814436041,0.2951211486617712,0.19982993197278914,0.0,0.0,0.23857439337860076,0.0,0.15466769404477992,0.24146220049732453,0.12858161593065393,0.16982492790737586,0.007047216349541918,0.0,0.07234347997206847,0.12535927481759895,0.42897731427300445,0.08480477493160904
0.17971886144375557,0.12073456417354743,0.017097126227719195,0.10950017860676119,0.16833354249588484,0.3461852796197891,1.0,0.2316080619281338,0.22751449930224066,0.0,0.0,0.10277336805013851,0.0,0.13586657850530076,0.1244710524638799,0.09843194778730355,0.09318008304675945,0.022887323943661997,0.0,0.0929864319180523,0.10395492708793636,0.129174402699763,0.09393712574850299
0.5339963436165014,0.2617826822300473,0.040634110787171995,0.14455110861100398,0.17212681638044913,0.33911135049105273,0.17873409514302033,1.0,0.30489545382454303,0.001995211492418214,0.0,0.232589699711111,0.0,0.24715783074105244,0.3205386371612729,0.12298115746971738,0.09521129075237714,0.33435324596076366,0.0,0.20965986394557823,0.12824175824175826,0.21747661844817814,0.22587139455051736
0.39738405803265153,0.25447586493617846,0.08432862830256965,0.16719620823432013,0.176088110403397,0.25780682643427744,0.1938032750628968,0.32051709923380944,1.0,0.007051623203831847,0.0,0.2124036239430826,0.0,0.163716814159292,0.27300976620301864,0.16037420648179085,0.11454070860712093,0.2619718309859155,0.0,0.25692566575015746,0.22743705443626677,0.1846382783882784,0.256419845425081
0.004115226337448541,0.0,0.34640323144461993,0.00014285714285716677,0.0,0.0,0.0,0.0025471980821096807,0.007369614512471645,1.0,0.2892877691085537,0.36083495992251496,0.29503656384213806,0.24047258515396552,0.010937038131835664,0.0,0.17984159570416308,0.03984485190409026,0.6619764706996208,0.032222829055161106,0.19998922746955713,0.0010278666057560448,0.009560466848770821
0.0,0.0,0.38026882210698876,0.0,0.0,0.0,0.0,0.0,0.0,0.3131589640179705,1.0,0.28297861999616913,0.5099257684955731,0.22920586793291214,0.0,0.0,0.16851898331610135,0.0,0.5701342479137377,0.0,0.19455301700755526,0.061992919600699956,0.0
0.3531590064870713,0.2846180200070797,0.7460962549622249,0.16403586539258344,0.15399150570996978,0.2985819777085831,0.08895929662664506,0.25438342703572786,0.2267727066583653,0.3631158046194722,0.2627893674204128,1.0,0.2718405809244938,0.6339030852991718,0.3720082593835524,0.1440321587877929,0.3663475071651621,0.008070175438596505,0.5603590014168625,0.10724006532389768,0.4379613415475512,0.2851403842152368,0.10981245134600114
0.0,0.0,0.48997612052479983,0.0,0.0,0.0,0.0,0.0,0.0,0.32285758705469525,0.5222660123764464,0.2979622929640092,1.0,0.2265486571993407,0.005320721253325444,0.0,0.24916427200967423,0.0,0.628206014271797,0.0,0.23464711788243453,0.12190678369296823,0.00037202380952383596
0.27478377982074803,0.18693027074382498,0.7478537478177065,0.150807252178358,0.14762934750354914,0.21754930347748702,0.12189554342769533,0.2759189666368297,0.18333805610654574,0.2506769930927322,0.2183087477870253,0.6511063507393371,0.20969668953566173,1.0,0.4781314776292144,0.10694878829827094,0.36090323320993545,0.0021186440677966045,0.4232634913149316,0.12141099261689908,0.44843319331724457,0.19258129217457487,0.18610007932686345
0.3958167866292299,0.3024676370742072,0.20365208222338993,0.1873972545043444,0.1846044070717251,0.28383341468216045,0.09743361829742964,0.3241165341494246,0.2626780626780627,0.010114453021027425,0.0,0.3457091881830082,0.003667481662591676,0.44214153024605296,1.0,0.17803615499813993,0.21081392529060763,0.021600566572237967,0.0,0.15452054794520548,0.254605393850362,0.3042216667363525,0.2623812223758177
0.13136216534274786,0.4410130018819899,0.009090909090909094,0.8178367515885031,0.6781048234645717,0.139952499120989,0.06718491612089675,0.109548039509129,0.1370853416501276,0.0,0.0,0.11353182555369086,0.0,0.08079705100509706,0.15868467580368403,1.0,0.04726562499999998,0.0,0.0,0.0102403058438012,0.09479349736379611,0.11527602344262197,0.06487025948103792
0.1532422247515016,0.09573633272299242,0.5910447529527265,0.12744252873563217,0.1021519659936238,0.22411995525688627,0.10139565917258736,0.13586147594499118,0.15640760865347006,0.22609598334722936,0.19210595242781045,0.44697927450434916,0.2694068668018136,0.4410039226291401,0.29494795287111664,0.07924781732706515,1.0,0.01344656758669499,0.4332276826811229,0.13337893296853626,0.3998443697986598,0.18847632178435686,0.19917246674029923
0.13236066082102285,0.0002610284521012973,0.001452432824981864,0.0,0.0002646202699126965,0.0036088054853843365,0.006599552572706946,0.1559012371895997,0.1070718545867651,0.014893617021276617,0.0,0.003397804495556711,0.0,0.0008827238335434862,0.008574807806031925,0.0,0.003915426781519182,1.0,0.0,0.1529219006007646,0.005397664683851056,0.0009193288899103647,0.16162860440984447
0.0,0.0,0.3497647768225014,0.0,0.0,0.0,0.0,0.0,0.0,0.4200607126627189,0.338945472543158,0.36493151032525406,0.3825438373734066,0.25131482108234493,0.0,0.0,0.2086148973454778,0.0,1.0,0.0,0.2006337486893181,0.0027353544563483156,0.0
0.29693565825424617,0.045076643283969875,0.1225081551286698,0.035101183289835136,0.055658381808566915,0.09738377764015038,0.07824691967870818,0.22754491017964074,0.2667490501970358,0.03145739315104856,0.0,0.10225781044893673,0.0,0.11293582617483577,0.16641923990498814,0.012679346012679338,0.09475332811276427,0.39252995066948554,0.0,1.0,0.1087434094903339,0.0665976535541753,0.333416087388282
0.18922895821071217,0.15661554458019233,0.6626364450458766,0.16432865731462926,0.16312433581296493,0.20469314079422385,0.10525129592066712,0.17704280155642022,0.27062289502321774,0.23584577607145898,0.20310597047093495,0.5058869110418326,0.23457223967029583,0.4958683269874521,0.3180656450938157,0.1421585160202361,0.3637865889391599,0.01624293785310732,0.43571156020962265,0.1344320348678834,1.0,0.1623317362537075,0.14074658306424712
0.3390410040844976,0.32131312785438143,0.1027223230490018,0.18583931917997043,0.20384091572253615,0.5521895472147116,0.12727748460341326,0.2638610794120856,0.22929035906135142,0.0010652463382156974,0.06234490238079775,0.3067436900598319,0.11989741760403896,0.20819075527487207,0.3726731617947175,0.16852755771502434,0.16617261540904155,0.0021082220660576523,0.007867132867132864,0.0796883542919628,0.15769656699889256,1.0,0.1685590499169376
0.3034271995806799,0.09609374999999998,0.14215201857347515,0.0922833285344083,0.12297691695409924,0.12382331643736422,0.08503477675566523,0.26320869011744563,0.293327678823862,0.009997334044254846,0.0,0.11429141303787842,0.00033178500331787486,0.18591268133228628,0.29617375285764547,0.0865931126713474,0.1694536859195028,0.39344878052875804,0.0,0.36521620142309796,0.12706269558784564,0.15932643600806468,1.0
